Status,ASN,Description,Address,IPv4 prefixes,IPv6 prefixes,RRC,Place,IXP
Up,AS24482,SGGS-AS-AP SG.GS,195.208.209.109,739577,0,13,Moscow Russian Federation,MSK-IX
Up,AS24482,SGGS-AS-AP SG.GS,2001:7f8:20:101::209:109,0,65089,13,Moscow Russian Federation,MSK-IX
Up,AS25091,IP-MAX - IP-Max SA,195.208.209.93,736476,0,13,Moscow Russian Federation,MSK-IX
Up,AS25091,IP-MAX - IP-Max SA,2001:7f8:20:101::209:93,0,64949,13,Moscow Russian Federation,MSK-IX
Up,AS25227,"ASN-AVANTEL-MSK - Avantel, Close Joint Stock Company",195.208.209.174,748059,0,13,Moscow Russian Federation,MSK-IX
Up,AS28917,"FIORD-AS - LLC ""TRC FIORD""",195.208.208.147,744989,64810,13,Moscow Russian Federation,MSK-IX
Up,AS28917,"FIORD-AS - LLC ""TRC FIORD""",2001:7f8:20:101::208:147,0,64814,13,Moscow Russian Federation,MSK-IX
Up,AS29479,TRANSDATA - Transdata AS,195.208.209.55,743421,0,13,Moscow Russian Federation,MSK-IX
Up,AS29479,TRANSDATA - Transdata AS,2001:7f8:20:101::209:55,0,2,13,Moscow Russian Federation,MSK-IX
Up,AS30733,"GLOBUS-AS - JSC ""Globus-Telecom""",195.208.208.170,48,0,13,Moscow Russian Federation,MSK-IX
Up,AS30733,"GLOBUS-AS - JSC ""Globus-Telecom""",2001:7f8:20:101::208:170,0,2,13,Moscow Russian Federation,MSK-IX
Up,AS39821,CANMOS-AS - OOO Versiya,195.208.208.15,751450,0,13,Moscow Russian Federation,MSK-IX
Up,AS41095,IPTP - IPTP LTD,195.208.209.4,733223,0,13,Moscow Russian Federation,MSK-IX
Up,AS41617,SOLID-IFC - CJSC IFC Solid,195.208.208.168,1,0,13,Moscow Russian Federation,MSK-IX
Up,AS41617,SOLID-IFC - CJSC IFC Solid,2001:7f8:20:101::208:168,0,1,13,Moscow Russian Federation,MSK-IX
Up,AS41722,MIRAN-AS - Miran Ltd.,195.208.210.52,754112,0,13,Moscow Russian Federation,MSK-IX
Up,AS41722,MIRAN-AS - Miran Ltd.,2001:7f8:20:101::210:52,0,65642,13,Moscow Russian Federation,MSK-IX
Up,AS44030,OTRADNOE-AS - OtradnoeNet Ltd.,2001:7f8:20:101::209:70,0,1,13,Moscow Russian Federation,MSK-IX
Up,AS47441,"TRUNKM - TRUNK MOBILE, INC",195.208.210.33,747267,0,13,Moscow Russian Federation,MSK-IX
Up,AS42,WOODYNET-1 - WoodyNet,198.32.176.53,188,0,14,Palo Alto California,PAIX
Up,AS714,APPLE-ENGINEERING - Apple Inc.,198.32.176.237,655,0,14,Palo Alto California,PAIX
Up,AS714,APPLE-ENGINEERING - Apple Inc.,2001:504:d::714:1,0,77,14,Palo Alto California,PAIX
Up,AS1280,ISC-AS-1280 - Internet Systems Consortium,198.32.176.3,759020,0,14,Palo Alto California,PAIX
Up,AS1280,ISC-AS-1280 - Internet Systems Consortium,2001:504:d::1,0,65114,14,Palo Alto California,PAIX
Up,AS2497,IIJ Internet Initiative Japan Inc.,198.32.176.24,737397,0,14,Palo Alto California,PAIX
Up,AS2497,IIJ Internet Initiative Japan Inc.,2001:504:d::2,0,62701,14,Palo Alto California,PAIX
Up,AS2914,NTT-COMMUNICATIONS-2914 - NTT America,198.32.176.14,730930,0,14,Palo Alto California,PAIX
Up,AS2914,NTT-COMMUNICATIONS-2914 - NTT America,2001:504:d::6,0,62499,14,Palo Alto California,PAIX
Up,AS3292,TDC - TDC A/S,198.32.176.101,818,0,14,Palo Alto California,PAIX
Up,AS3856,PCH-AS - Packet Clearing House,198.32.176.249,1,0,14,Palo Alto California,PAIX
Up,AS4780,SEEDNET Digital United Inc.,198.32.176.130,1351,0,14,Palo Alto California,PAIX
Up,AS6762,SEABONE-NET - TELECOM ITALIA SPARKLE S.p.A.,198.32.176.70,731692,0,14,Palo Alto California,PAIX
Up,AS6762,SEABONE-NET - TELECOM ITALIA SPARKLE S.p.A.,2001:504:d::46,0,62601,14,Palo Alto California,PAIX
Up,AS6939,HURRICANE - Hurricane Electric LLC,198.32.176.20,117405,0,14,Palo Alto California,PAIX
Up,AS6939,HURRICANE - Hurricane Electric LLC,2001:504:d::10,0,63479,14,Palo Alto California,PAIX
Up,AS7575,AARNET-AS-AP Australian Academic and Reasearch Network (AARNet),198.32.176.177,745864,0,14,Palo Alto California,PAIX
Up,AS7575,AARNET-AS-AP Australian Academic and Reasearch Network (AARNet),2001:504:d::b1,0,65142,14,Palo Alto California,PAIX
Up,AS9264,ASNET Academic Sinica Network,2001:504:d::ae,0,31,14,Palo Alto California,PAIX
Up,AS9505,TWGATE-AP Taiwan Internet Gateway,198.32.176.160,4382,0,14,Palo Alto California,PAIX
Up,AS9505,TWGATE-AP Taiwan Internet Gateway,2001:504:d::a0,0,146,14,Palo Alto California,PAIX
Up,AS14061,DIGITALOCEAN-ASN - DigitalOcean,198.32.176.147,732581,0,14,Palo Alto California,PAIX
Up,AS14907,WIKIMEDIA - Wikimedia Foundation Inc.,198.32.176.214,740493,0,14,Palo Alto California,PAIX
Up,AS14907,WIKIMEDIA - Wikimedia Foundation Inc.,2001:504:d::1:4907:1,0,64865,14,Palo Alto California,PAIX
Up,AS17451,BIZNET-AS-AP BIZNET NETWORKS,198.32.176.60,469,0,14,Palo Alto California,PAIX
Up,AS19151,WVFIBER-1 - WV FIBER,198.32.176.164,735949,0,14,Palo Alto California,PAIX
Up,AS19151,WVFIBER-1 - WV FIBER,2001:504:d::9151:1,0,62167,14,Palo Alto California,PAIX
Up,AS32934,FACEBOOK - Facebook,198.32.176.108,38,0,14,Palo Alto California,PAIX
Up,AS32934,FACEBOOK - Facebook,198.32.176.71,38,0,14,Palo Alto California,PAIX
Up,AS1916,Associa��o Rede Nacional de Ensino e Pesquisa,187.16.216.4,752440,0,15,Sao Paulo Brazil,PTTMetro
Up,AS1916,Associa��o Rede Nacional de Ensino e Pesquisa,2001:12f8::4,0,65793,15,Sao Paulo Brazil,PTTMetro
Up,AS14026,N�cleo de Inf. e Coord. do Ponto BR - NIC.,187.16.216.56,2,0,15,Sao Paulo Brazil,PTTMetro
Up,AS14840,COMMCORP COMUNICACOES LTDA,187.16.216.219,153179,0,15,Sao Paulo Brazil,PTTMetro
Up,AS14840,COMMCORP COMUNICACOES LTDA,2001:12f8::219,0,31391,15,Sao Paulo Brazil,PTTMetro
Up,AS16735,ALGAR TELECOM S/A,187.16.217.48,736716,0,15,Sao Paulo Brazil,PTTMetro
Up,AS16735,ALGAR TELECOM S/A,2001:12f8::217:48,0,66429,15,Sao Paulo Brazil,PTTMetro
Up,AS22548,N�cleo de Inf. e Coord. do Ponto BR - NIC.,187.16.217.17,1,0,15,Sao Paulo Brazil,PTTMetro
Up,AS22548,N�cleo de Inf. e Coord. do Ponto BR - NIC.,2001:12f8::217:17,0,65328,15,Sao Paulo Brazil,PTTMetro
Up,AS23106,Cemig Telecomunica��es SA,187.16.217.59,754327,0,15,Sao Paulo Brazil,PTTMetro
Up,AS23106,Cemig Telecomunica��es SA,2001:12f8::217:59,0,66198,15,Sao Paulo Brazil,PTTMetro
Up,AS25933,Vogel Solu��es em Telecom e Inform�tica S/A,187.16.216.127,743091,0,15,Sao Paulo Brazil,PTTMetro
Up,AS25933,Vogel Solu��es em Telecom e Inform�tica S/A,2001:12f8::127,0,99,15,Sao Paulo Brazil,PTTMetro
Up,AS28186,ITS TELECOMUNICA��ES LTDA,187.16.219.51,745988,0,15,Sao Paulo Brazil,PTTMetro
Up,AS28186,ITS TELECOMUNICA��ES LTDA,187.16.223.133,746016,0,15,Sao Paulo Brazil,PTTMetro
Up,AS28186,ITS TELECOMUNICA��ES LTDA,2001:12f8::219:51,0,65357,15,Sao Paulo Brazil,PTTMetro
Up,AS28220,CABO SERVICOS DE TELECOMUNICACOES LTDA,187.16.216.75,753179,0,15,Sao Paulo Brazil,PTTMetro
Up,AS28260,ALTA REDE CORPORATE NETWORK TELECOM LTDA - EPP,187.16.221.189,744828,0,15,Sao Paulo Brazil,PTTMetro
Up,AS28571,UNIVERSIDADE DE SAO PAULO,187.16.216.20,36,3,15,Sao Paulo Brazil,PTTMetro
Up,AS28571,UNIVERSIDADE DE SAO PAULO,2001:12f8::20,0,66120,15,Sao Paulo Brazil,PTTMetro
Up,AS28634,Life Tecnologia Ltda.,187.16.216.131,736049,0,15,Sao Paulo Brazil,PTTMetro
Up,AS28634,Life Tecnologia Ltda.,187.16.216.209,643100,0,15,Sao Paulo Brazil,PTTMetro
Up,AS28634,Life Tecnologia Ltda.,2001:12f8::209,0,66206,15,Sao Paulo Brazil,PTTMetro
Up,AS37468,ANGOLA-CABLES,187.16.221.193,1773,0,15,Sao Paulo Brazil,PTTMetro
Up,AS37468,ANGOLA-CABLES,2001:12f8::221:193,0,331,15,Sao Paulo Brazil,PTTMetro
Up,AS42473,ANEXIA - ANEXIA Internetdienstleistungs GmbH,187.16.216.121,734779,0,15,Sao Paulo Brazil,PTTMetro
Up,AS42473,ANEXIA - ANEXIA Internetdienstleistungs GmbH,2001:12f8::121,0,62892,15,Sao Paulo Brazil,PTTMetro
Up,AS52720,WEBFOCO TELECOMUNICACOES LTDA,187.16.218.121,742802,0,15,Sao Paulo Brazil,PTTMetro
Up,AS52720,WEBFOCO TELECOMUNICACOES LTDA,2001:12f8::218:121,0,65342,15,Sao Paulo Brazil,PTTMetro
Up,AS52863,UPX Technologies,187.16.219.162,752644,0,15,Sao Paulo Brazil,PTTMetro
Up,AS52863,UPX Technologies,2001:12f8::219:162,0,65608,15,Sao Paulo Brazil,PTTMetro
Up,AS52871,TASCOM TELECOMUNICA��ES LTDA,187.16.223.214,353,0,15,Sao Paulo Brazil,PTTMetro
Up,AS52871,TASCOM TELECOMUNICA��ES LTDA,2001:12f8::223:214,0,102,15,Sao Paulo Brazil,PTTMetro
Up,AS52873,SOFTDADOS CONECTIVIDADE,187.16.220.216,741444,0,15,Sao Paulo Brazil,PTTMetro
Up,AS52873,SOFTDADOS CONECTIVIDADE,2001:12f8::220:216,0,65178,15,Sao Paulo Brazil,PTTMetro
Up,AS52888,UNIVERSIDADE FEDERAL DE SAO CARLOS,187.16.218.21,743355,0,15,Sao Paulo Brazil,PTTMetro
Up,AS52888,UNIVERSIDADE FEDERAL DE SAO CARLOS,2001:12f8::218:21,0,66134,15,Sao Paulo Brazil,PTTMetro
Up,AS53067,ADASTEL - Adamantina Servi�os de Telecomunica��es,187.16.220.214,4155,0,15,Sao Paulo Brazil,PTTMetro
Up,AS53067,ADASTEL - Adamantina Servi�os de Telecomunica��es,2001:12f8::220:214,0,105,15,Sao Paulo Brazil,PTTMetro
Up,AS53070,T-Systems Telecomunica��es e Servi�os Ltda.,187.16.216.102,740205,0,15,Sao Paulo Brazil,PTTMetro
Up,AS53070,T-Systems Telecomunica��es e Servi�os Ltda.,2001:12f8::102,0,65498,15,Sao Paulo Brazil,PTTMetro
Up,AS57695,MISAKA - Misaka Network LLC,187.16.220.159,742613,0,15,Sao Paulo Brazil,PTTMetro
Up,AS57695,MISAKA - Misaka Network LLC,2001:12f8::220:159,0,65183,15,Sao Paulo Brazil,PTTMetro
Up,AS61595,,187.16.223.139,198,0,15,Sao Paulo Brazil,PTTMetro
Up,AS61595,,2001:12f8::223:139,0,48672,15,Sao Paulo Brazil,PTTMetro
Up,AS262317,Rodrigo Orlandeli Sanches,187.16.221.238,156944,0,15,Sao Paulo Brazil,PTTMetro
Up,AS262317,Rodrigo Orlandeli Sanches,2001:12f8::221:238,0,63731,15,Sao Paulo Brazil,PTTMetro
Up,AS262757,Insidesign Tecnologia Ltda EPP,187.16.223.117,779248,0,15,Sao Paulo Brazil,PTTMetro
Up,AS262757,Insidesign Tecnologia Ltda EPP,2001:12f8::223:117,0,65693,15,Sao Paulo Brazil,PTTMetro
Up,AS263075,TV Cabo de Santo Anastacio Ltda,187.16.222.6,156241,0,15,Sao Paulo Brazil,PTTMetro
Up,AS263075,TV Cabo de Santo Anastacio Ltda,2001:12f8::222:6,0,63636,15,Sao Paulo Brazil,PTTMetro
Up,AS263152,AGUIARI E AGUIARI PROVEDOR DE INTERNET,187.16.222.107,844,0,15,Sao Paulo Brazil,PTTMetro
Up,AS263152,AGUIARI E AGUIARI PROVEDOR DE INTERNET,2001:12f8::222:107,0,63485,15,Sao Paulo Brazil,PTTMetro
Up,AS263508,SIMNET TELECOMUNICACOES LTDA,187.16.220.210,155903,0,15,Sao Paulo Brazil,PTTMetro
Up,AS263508,SIMNET TELECOMUNICACOES LTDA,2001:12f8::220:210,0,117,15,Sao Paulo Brazil,PTTMetro
Up,AS263584,WanHouse Solucoes em Tecnologia LTDA - EPP,187.16.220.193,166068,0,15,Sao Paulo Brazil,PTTMetro
Up,AS263651,RVNeT - V. Montoro & Cia Ltda,187.16.222.66,4894,0,15,Sao Paulo Brazil,PTTMetro
Up,AS263651,RVNeT - V. Montoro & Cia Ltda,2001:12f8::222:66,0,2146,15,Sao Paulo Brazil,PTTMetro
Up,AS263674,JSneT- Joao S Viana Junior ME,187.16.218.95,119679,0,15,Sao Paulo Brazil,PTTMetro
Up,AS263674,JSneT- Joao S Viana Junior ME,2001:12f8::218:95,0,2109,15,Sao Paulo Brazil,PTTMetro
Up,AS264911,PRISCILA SANTOS DA SILVA INFORMATICA ME,187.16.216.151,105702,0,15,Sao Paulo Brazil,PTTMetro
Up,AS264911,PRISCILA SANTOS DA SILVA INFORMATICA ME,2001:12f8::151,0,208,15,Sao Paulo Brazil,PTTMetro
Up,AS267129,NET+ TELECOM,187.16.218.133,4,0,15,Sao Paulo Brazil,PTTMetro
Up,AS267129,NET+ TELECOM,2001:12f8::218:133,0,2,15,Sao Paulo Brazil,PTTMetro
Up,AS267613,ELETRONET S.A.,187.16.220.80,754036,0,15,Sao Paulo Brazil,PTTMetro
Up,AS267613,ELETRONET S.A.,2001:12f8::220:80,0,65686,15,Sao Paulo Brazil,PTTMetro
Up,AS714,APPLE-ENGINEERING - Apple Inc.,198.32.125.152,656,0,16,Miami Florida US,NOTA
Up,AS714,APPLE-ENGINEERING - Apple Inc.,198.32.125.99,656,0,16,Miami Florida US,NOTA
Up,AS714,APPLE-ENGINEERING - Apple Inc.,2001:478:124::1099,0,77,16,Miami Florida US,NOTA
Up,AS714,APPLE-ENGINEERING - Apple Inc.,2001:478:124::1152,0,77,16,Miami Florida US,NOTA
Up,AS6774,ASN-BICS - Belgacom International Carrier Services SA,198.32.124.183,1571,0,16,Miami Florida US,NOTA
Up,AS6774,ASN-BICS - Belgacom International Carrier Services SA,2001:478:124::183,0,52,16,Miami Florida US,NOTA
Up,AS6939,HURRICANE - Hurricane Electric LLC,198.32.124.176,116911,0,16,Miami Florida US,NOTA
Up,AS6939,HURRICANE - Hurricane Electric LLC,2001:478:124::176,0,63479,16,Miami Florida US,NOTA
Up,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,198.32.124.188,216,0,16,Miami Florida US,NOTA
Up,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,2001:478:124::188,0,58,16,Miami Florida US,NOTA
Up,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,2001:478:124::189,0,58,16,Miami Florida US,NOTA
Up,AS10310,YAHOO-1 - Yahoo!,198.32.124.115,209,0,16,Miami Florida US,NOTA
Up,AS10310,YAHOO-1 - Yahoo!,2001:478:124::115,0,92,16,Miami Florida US,NOTA
Up,AS13760,UNITI-FIBER - Southern Light,198.32.125.132,757073,0,16,Miami Florida US,NOTA
Up,AS13760,UNITI-FIBER - Southern Light,2001:478:124::1132,0,216,16,Miami Florida US,NOTA
Up,AS20080,AMPATH - Florida International University,198.32.124.55,733101,0,16,Miami Florida US,NOTA
Up,AS20080,AMPATH - Florida International University,2001:478:124::241,0,65122,16,Miami Florida US,NOTA
Up,AS25152,K-ROOT-SERVER - Reseaux IP Europeens Network Coordination Centre (RIPE NCC),198.32.124.146,759365,0,16,Miami Florida US,NOTA
Up,AS25152,K-ROOT-SERVER - Reseaux IP Europeens Network Coordination Centre (RIPE NCC),2001:478:124::146,0,64871,16,Miami Florida US,NOTA
Up,AS32934,FACEBOOK - Facebook,198.32.124.200,38,0,16,Miami Florida US,NOTA
Up,AS32934,FACEBOOK - Facebook,198.32.125.125,38,0,16,Miami Florida US,NOTA
Up,AS33132,FIBERNET-DIRECT - Fibernet Direct,198.32.124.213,729,0,16,Miami Florida US,NOTA
Up,AS33132,FIBERNET-DIRECT - Fibernet Direct,2001:478:124::213,0,18,16,Miami Florida US,NOTA
Up,AS37468,ANGOLA-CABLES,198.32.125.217,1950,0,16,Miami Florida US,NOTA
Up,AS37468,ANGOLA-CABLES,2001:478:124::1017,0,358,16,Miami Florida US,NOTA
Up,AS42473,ANEXIA - ANEXIA Internetdienstleistungs GmbH,198.32.125.182,161959,0,16,Miami Florida US,NOTA
Up,AS42473,ANEXIA - ANEXIA Internetdienstleistungs GmbH,2001:478:124::1182,0,62270,16,Miami Florida US,NOTA
Up,AS51185,ONECOM-AS - Onecom Global Communications LTD,198.32.125.181,740611,0,16,Miami Florida US,NOTA
Up,AS52320,GlobeNet Cabos Submarinos Colombia,198.32.124.254,745567,0,16,Miami Florida US,NOTA
Up,AS52320,GlobeNet Cabos Submarinos Colombia,2001:478:124::254,0,65262,16,Miami Florida US,NOTA
Up,AS393950,XIBER-LLC - FiberIndy,198.32.125.219,756066,0,16,Miami Florida US,NOTA
Up,AS393950,XIBER-LLC - FiberIndy,2001:478:124::1219,0,1,16,Miami Florida US,NOTA
Up,AS766,REDIRIS - Entidad Publica Empresarial Red.es,193.242.98.19,119,0,18,Barcelona Spain,Catnix
Up,AS766,REDIRIS - Entidad Publica Empresarial Red.es,2001:7f8:2a:0:1:1:0:766,0,17,18,Barcelona Spain,Catnix
Up,AS8220,COLT - COLT Technology Services Group Limited,193.242.98.13,3538,0,18,Barcelona Spain,Catnix
Up,AS8220,COLT - COLT Technology Services Group Limited,2001:7f8:2a:0:1:1:0:8220,0,334,18,Barcelona Spain,Catnix
Up,AS13041,CESCA-AC - Consorci de Serveis Universitaris de Catalunya,193.242.98.38,10,0,18,Barcelona Spain,Catnix
Up,AS13041,CESCA-AC - Consorci de Serveis Universitaris de Catalunya,2001:7f8:2a:0:1:1:1:3041,0,3,18,Barcelona Spain,Catnix
Up,AS15699,AS_ADAM - OGIC Informatica S.L.,193.242.98.137,31,0,18,Barcelona Spain,Catnix
Up,AS15699,AS_ADAM - OGIC Informatica S.L.,2001:7f8:2a:0:2:1:1:5699,0,3,18,Barcelona Spain,Catnix
Up,AS16030,"ALTECOM - Alta Tecnologia en Comunicacions, S.L",193.242.98.4,99,0,18,Barcelona Spain,Catnix
Up,AS16030,"ALTECOM - Alta Tecnologia en Comunicacions, S.L",2001:7f8:2a:0:1:1:1:6030,0,2,18,Barcelona Spain,Catnix
Up,AS20940,AKAMAI-ASN1 - Akamai International B.V.,193.242.98.157,5,0,18,Barcelona Spain,Catnix
Up,AS20940,AKAMAI-ASN1 - Akamai International B.V.,2001:7f8:2a:0:2:1:2:940,0,4,18,Barcelona Spain,Catnix
Up,AS24592,"NEXICA-AS - COM 2002, S.L.",193.242.98.133,6,0,18,Barcelona Spain,Catnix
Up,AS24592,"NEXICA-AS - COM 2002, S.L.",2001:7f8:2a:0:2:1:2:4592,0,1,18,Barcelona Spain,Catnix
Up,AS26415,VERISIGN-INC - VeriSign Global Registry Services,193.242.98.125,2,0,18,Barcelona Spain,Catnix
Up,AS26415,VERISIGN-INC - VeriSign Global Registry Services,2001:7f8:2a:0:1:1:2:6415,0,2,18,Barcelona Spain,Catnix
Up,AS29680,"VOZTELECOM - VozTelecom Oigaa360, S.A.",193.242.98.141,745676,0,18,Barcelona Spain,Catnix
Up,AS29680,"VOZTELECOM - VozTelecom Oigaa360, S.A.",2001:7f8:2a:0:2:1:2:9680,0,63918,18,Barcelona Spain,Catnix
Up,AS30892,T-SYSTEMS-ELTEC - T-SYSTEMS ITC IBERIA S.A.,193.242.98.130,6,0,18,Barcelona Spain,Catnix
Up,AS30892,T-SYSTEMS-ELTEC - T-SYSTEMS ITC IBERIA S.A.,2001:7f8:2a:0:2:1:3:892,0,2,18,Barcelona Spain,Catnix
Up,AS35699,ADAMOEU-AS - Adamo Telecom Iberia S.A.,193.242.98.143,734043,0,18,Barcelona Spain,Catnix
Up,AS35699,ADAMOEU-AS - Adamo Telecom Iberia S.A.,2001:7f8:2a:0:2:1:2:9518,0,7,18,Barcelona Spain,Catnix
Up,AS43578,BITNAP - MBA DATACENTERS S.L.,193.242.98.160,731251,0,18,Barcelona Spain,Catnix
Up,AS43578,BITNAP - MBA DATACENTERS S.L.,2001:7f8:2a:0:3:1:4:3578,0,6,18,Barcelona Spain,Catnix
Up,AS49835,"GUIFINET-AS - Fundacio Privada per a la Xarxa Lliure, Oberta i Neutral, guifi.net",193.242.98.144,69,0,18,Barcelona Spain,Catnix
Up,AS49835,"GUIFINET-AS - Fundacio Privada per a la Xarxa Lliure, Oberta i Neutral, guifi.net",2001:7f8:2a:0:2:1:4:9835,0,11,18,Barcelona Spain,Catnix
Up,AS60082,CATNIX-RS - Consorci de Serveis Universitaris de Catalunya,193.242.98.98,1215,0,18,Barcelona Spain,Catnix
Up,AS60082,CATNIX-RS - Consorci de Serveis Universitaris de Catalunya,2001:7f8:2a:0:1:1:6:82,0,144,18,Barcelona Spain,Catnix
Up,AS60458,ASN-XTUDIONET - Xtudio Networks S.L.U.,193.242.98.161,20,0,18,Barcelona Spain,Catnix
Up,AS2018,TENET-1,196.60.8.216,19300,0,19,Johannesburg South Africa,NAP Africa JB
Up,AS2018,TENET-1,2001:43f8:6d0::216,0,16313,19,Johannesburg South Africa,NAP Africa JB
Up,AS3491,BTN-ASN - PCCW Global,196.60.8.152,734229,0,19,Johannesburg South Africa,NAP Africa JB
Up,AS3491,BTN-ASN - PCCW Global,2001:43f8:6d0::1b,0,61230,19,Johannesburg South Africa,NAP Africa JB
Up,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,196.60.8.133,215,0,19,Johannesburg South Africa,NAP Africa JB
Up,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,2001:43f8:6d0::133,0,59,19,Johannesburg South Africa,NAP Africa JB
Up,AS16637,MTNNS-AS,196.60.8.203,323,0,19,Johannesburg South Africa,NAP Africa JB
Up,AS16637,MTNNS-AS,2001:43f8:6d0::203,0,6,19,Johannesburg South Africa,NAP Africa JB
Up,AS26415,VERISIGN-INC - VeriSign Global Registry Services,196.60.8.93,2,0,19,Johannesburg South Africa,NAP Africa JB
Up,AS26415,VERISIGN-INC - VeriSign Global Registry Services,2001:43f8:6d0::93,0,2,19,Johannesburg South Africa,NAP Africa JB
Up,AS30844,LIQUID-AS - Liquid Telecommunications Ltd,196.60.8.215,1500,0,19,Johannesburg South Africa,NAP Africa JB
Up,AS30844,LIQUID-AS - Liquid Telecommunications Ltd,2001:43f8:6d0::215,0,111,19,Johannesburg South Africa,NAP Africa JB
Up,AS32653,ENETWORKS,196.60.8.139,20,0,19,Johannesburg South Africa,NAP Africa JB
Up,AS37100,SEACOM-AS,196.60.8.188,2667,0,19,Johannesburg South Africa,NAP Africa JB
Up,AS37100,SEACOM-AS,2001:43f8:6d0::15,0,141,19,Johannesburg South Africa,NAP Africa JB
Up,AS37239,ICTGLOBE,196.60.8.190,773888,0,19,Johannesburg South Africa,NAP Africa JB
Up,AS37239,ICTGLOBE,2001:43f8:6d0::190,0,63504,19,Johannesburg South Africa,NAP Africa JB
Up,AS37271,Workonline,197.157.79.173,732820,0,19,Johannesburg South Africa,NAP Africa JB
Up,AS37271,Workonline,2c0f:fa90:200:3:6::e,0,62919,19,Johannesburg South Africa,NAP Africa JB
Up,AS37314,Syrex-Pty-Ltd,196.60.8.156,23,0,19,Johannesburg South Africa,NAP Africa JB
Up,AS37314,Syrex-Pty-Ltd,2001:43f8:6d0::156,0,5,19,Johannesburg South Africa,NAP Africa JB
Up,AS37468,ANGOLA-CABLES,196.60.8.60,760334,0,19,Johannesburg South Africa,NAP Africa JB
Up,AS37468,ANGOLA-CABLES,2001:43f8:6d0::60,0,64668,19,Johannesburg South Africa,NAP Africa JB
Up,AS37497,Network-Platforms,196.60.8.185,736500,0,19,Johannesburg South Africa,NAP Africa JB
Up,AS37542,Iclix-CC,196.60.8.34,4,0,19,Johannesburg South Africa,NAP Africa JB
Up,AS37542,Iclix-CC,2001:43f8:6d0::34,4,1,19,Johannesburg South Africa,NAP Africa JB
Up,AS37640,CAPE-CONNECT-AS,196.60.8.199,196384,0,19,Johannesburg South Africa,NAP Africa JB
Up,AS37640,CAPE-CONNECT-AS,2001:43f8:6d0::199,0,64981,19,Johannesburg South Africa,NAP Africa JB
Up,AS37662,WIOCC-AS,196.60.8.232,1319,0,19,Johannesburg South Africa,NAP Africa JB
Up,AS37662,WIOCC-AS,2001:43f8:6d0::232,0,43,19,Johannesburg South Africa,NAP Africa JB
Up,AS37680,COOL-IDEAS,196.60.8.171,62944,0,19,Johannesburg South Africa,NAP Africa JB
Up,AS37697,webmasters,196.60.9.84,760596,0,19,Johannesburg South Africa,NAP Africa JB
Up,AS42473,ANEXIA - ANEXIA Internetdienstleistungs GmbH,196.60.8.56,360831,0,19,Johannesburg South Africa,NAP Africa JB
Up,AS42473,ANEXIA - ANEXIA Internetdienstleistungs GmbH,2001:43f8:6d0::56,0,64811,19,Johannesburg South Africa,NAP Africa JB
Up,AS57695,MISAKA - Misaka Network LLC,196.60.9.165,721236,0,19,Johannesburg South Africa,NAP Africa JB
Up,AS57695,MISAKA - Misaka Network LLC,2001:43f8:6d0::9:165,0,63475,19,Johannesburg South Africa,NAP Africa JB
Up,AS327781,VANGIBUZZ,196.60.8.170,6,0,19,Johannesburg South Africa,NAP Africa JB
Up,AS327813,Web4Africa,196.60.8.176,14,0,19,Johannesburg South Africa,NAP Africa JB
Up,AS327813,Web4Africa,2001:43f8:6d0::176,0,2,19,Johannesburg South Africa,NAP Africa JB
Up,AS327872,IBITS-Internet,196.60.8.31,2,0,19,Johannesburg South Africa,NAP Africa JB
Up,AS327872,IBITS-Internet,2001:43f8:6d0::31,0,1,19,Johannesburg South Africa,NAP Africa JB
Up,AS327960,PC-MANIACS,196.60.8.22,766839,0,19,Johannesburg South Africa,NAP Africa JB
Up,AS327983,Interworks-Wireless-Solutions,196.60.8.44,126544,0,19,Johannesburg South Africa,NAP Africa JB
Up,AS327983,Interworks-Wireless-Solutions,2001:43f8:6d0::44,0,64985,19,Johannesburg South Africa,NAP Africa JB
Up,AS327984,Skyfi-Internet-Solutions,196.60.8.67,2042,0,19,Johannesburg South Africa,NAP Africa JB
Up,AS327991,MEGASURF-WIRELESS-INTERNET,196.60.8.55,1,0,19,Johannesburg South Africa,NAP Africa JB
Up,AS328145,Lyca-Digital-AS,196.60.9.28,49,0,19,Johannesburg South Africa,NAP Africa JB
Up,AS328145,Lyca-Digital-AS,2001:43f8:6d0::9:28,0,6,19,Johannesburg South Africa,NAP Africa JB
Up,AS328206,JAWUG,2001:43f8:6d0::9:66,0,68822,19,Johannesburg South Africa,NAP Africa JB
Up,AS328220,Altech-Radio-AS,196.60.9.88,2,0,19,Johannesburg South Africa,NAP Africa JB
Up,AS328320,Kurlec-AS,196.60.9.155,124443,0,19,Johannesburg South Africa,NAP Africa JB
Up,AS1836,GREEN - green.ch AG Autonomous System,2001:7f8:24::5e,0,23,20,Zurich Switzerland,SwissIX
Up,AS1836,GREEN - green.ch AG Autonomous System,91.206.52.94,133,0,20,Zurich Switzerland,SwissIX
